movie_title,genres,tomatometer_rating
Invasion of the Body Snatchers,Horror; Mystery & Suspense; Science Fiction & Fantasy,93.0
The Invisible Man,Classics; Comedy; Horror; Science Fiction & Fantasy,94.0
The Island,Drama; Horror; Mystery & Suspense,40.0
The Island of Dr. Moreau,Action & Adventure; Horror; Mystery & Suspense; Science Fiction & Fantasy,56.0
Islands in the Stream,Drama,88.0
It,Classics; Comedy; Drama; Romance,87.0
It's Alive,Classics; Drama; Horror; Mystery & Suspense,74.0
Ivanhoe,Action & Adventure; Art House & International; Classics; Drama; Romance,81.0
Jack and the Beanstalk,Classics; Comedy; Kids & Family; Musical & Performing Arts; Science Fiction & Fantasy,43.0
Jack Frost,Animation; Kids & Family; Musical & Performing Arts; Television,57.0
Jamaica Inn,Action & Adventure; Art House & International; Classics; Mystery & Suspense,57.0
Jason and the Argonauts,Action & Adventure; Classics; Kids & Family; Science Fiction & Fantasy,89.0
The Jazz Singer,Classics; Drama; Musical & Performing Arts,75.0
The Jazz Singer,Drama; Musical & Performing Arts,19.0
Jesus Christ Superstar,Drama; Musical & Performing Arts; Faith & Spirituality,52.0
Johnny Belinda,Classics; Drama,89.0
Judex,Action & Adventure; Art House & International; Classics; Drama,90.0
Julius Caesar,Classics; Drama; Mystery & Suspense,95.0
Julius Caesar,Action & Adventure; Art House & International; Classics; Drama,40.0
Jungle Book,Action & Adventure; Classics; Drama,57.0
Kansas,Action & Adventure; Drama; Mystery & Suspense,20.0
Kickboxer,Action & Adventure; Drama,36.0
Kid Galahad,Classics; Drama; Musical & Performing Arts,40.0
The Killer Elite,Action & Adventure; Drama; Mystery & Suspense,50.0
The King and I,Classics; Musical & Performing Arts; Romance,96.0
King Kong,Action & Adventure; Classics; Horror,98.0
King Kong,Action & Adventure; Horror; Science Fiction & Fantasy,53.0
The King of Comedy,Comedy; Drama; Mystery & Suspense,89.0
King of Kings,Classics; Drama; Faith & Spirituality,85.0
King Solomon's Mines,Action & Adventure; Classics; Drama,92.0
The Lady Vanishes,Classics; Mystery & Suspense,98.0
The Ladykillers,Art House & International; Classics; Comedy; Drama; Mystery & Suspense,100.0
Laura,Classics; Mystery & Suspense,100.0
Legend,Drama; Science Fiction & Fantasy,38.0
Les Miserables,Classics; Drama,83.0
The Letter,Classics; Drama,100.0
Lilies of the Field,Classics; Comedy; Drama,91.0
The Lion in Winter,Classics; Drama,90.0
The Little Drummer Boy,Animation; Art House & International; Kids & Family,75.0
Little Lord Fauntleroy,Classics; Drama; Kids & Family,88.0
The Little Princess,Classics; Comedy; Drama; Kids & Family; Musical & Performing Arts,88.0
A Little Romance,Art House & International; Comedy; Drama; Romance,71.0
The Little Shop of Horrors,Classics; Comedy; Cult Movies; Horror,92.0
Little Shop of Horrors,Comedy; Horror; Musical & Performing Arts; Science Fiction & Fantasy,90.0
Little Women,Classics; Drama; Kids & Family; Romance,94.0
Little Women,Classics; Drama; Kids & Family; Romance,71.0
Lock Up,Action & Adventure; Drama; Mystery & Suspense,23.0
Lolita,Classics; Comedy; Drama,91.0
Long Day's Journey Into Night,Classics; Drama,94.0
The Long; Hot Summer,Classics; Drama,89.0
The Longest Yard,Action & Adventure; Classics; Comedy; Drama,79.0
Look Back in Anger,Art House & International; Classics; Drama,92.0
The Lost Patrol,Action & Adventure; Classics; Drama,100.0
The Love Bug,Action & Adventure; Classics; Comedy; Kids & Family; Science Fiction & Fantasy,76.0
Lovesick,Comedy; Romance,40.0
Lust for Life,Classics; Drama,100.0
M,Art House & International; Drama; Mystery & Suspense,100.0
Madame X,Art House & International; Classics; Drama,60.0
Made in Heaven,Comedy; Drama; Science Fiction & Fantasy; Romance,50.0
The Magic Flute (Trollflöjten),Art House & International; Comedy; Musical & Performing Arts; Science Fiction & Fantasy; Television; Romance,91.0
The Magnificent Ambersons,Classics; Drama,89.0
The Magnificent Seven,Action & Adventure; Classics; Drama; Western,89.0
The Main Event,Comedy; Special Interest; Romance,40.0
The Maltese Falcon,Drama; Mystery & Suspense,100.0
A Man for All Seasons,Classics; Drama,83.0
The Manchurian Candidate,Classics; Drama; Mystery & Suspense,97.0
The Manhattan Project,Action & Adventure; Drama; Mystery & Suspense; Science Fiction & Fantasy,50.0
Manhunter,Action & Adventure; Mystery & Suspense,93.0
Mannequin,Comedy; Science Fiction & Fantasy; Romance,21.0
The Mark of Zorro,Action & Adventure; Classics; Western; Romance,88.0
Marty,Classics; Drama; Romance,98.0
Masquerade,Horror; Mystery & Suspense; Romance,50.0
The Mechanic,Action & Adventure; Classics; Drama; Mystery & Suspense,25.0
The Men,Classics; Drama,77.0
Meteor,Action & Adventure; Drama; Mystery & Suspense; Science Fiction & Fantasy,5.0
Metropolis,Action & Adventure; Art House & International; Classics; Drama; Science Fiction & Fantasy,97.0
A Midsummer Night's Dream,Classics; Comedy; Drama; Science Fiction & Fantasy; Romance,91.0
Mighty Joe Young,Action & Adventure; Classics; Drama; Science Fiction & Fantasy,95.0
The Miracle Worker,Classics; Drama,96.0
Missing in Action,Action & Adventure,19.0
The Mission,Art House & International; Drama,64.0
Mister Roberts,Classics; Comedy; Drama,92.0
Moby Dick,Action & Adventure; Classics; Drama,86.0
Monkey Business,Classics; Comedy,94.0
Monkey Business,Classics; Comedy; Drama; Science Fiction & Fantasy,88.0
Moonraker,Action & Adventure; Mystery & Suspense; Science Fiction & Fantasy,60.0
Morning Glory,Classics; Drama,64.0
Moulin Rouge,Classics; Drama; Musical & Performing Arts,78.0
Mr. & Mrs. Smith,Classics; Comedy; Romance,67.0
Mrs. Soffel,Drama; Mystery & Suspense,36.0
The Mummy,Classics; Horror; Romance,88.0
The Mummy,Art House & International; Classics; Horror,89.0
Murder!,Classics; Drama; Mystery & Suspense,88.0
The Music Man,Musical & Performing Arts; Romance,94.0
Mutiny on the Bounty,Action & Adventure; Classics; Drama,93.0
Mutiny on the Bounty,Action & Adventure; Classics; Drama,68.0
My Man Godfrey,Classics; Comedy; Drama; Romance,97.0
Mysterious Island,Action & Adventure; Kids & Family; Science Fiction & Fantasy,80.0
Near Dark,Horror; Mystery & Suspense; Western; Romance,88.0
Neighbors,Comedy,57.0
Next of Kin,Action & Adventure; Drama,56.0
Nicholas and Alexandra,Art House & International; Classics; Drama,67.0
Night and Day,Classics; Drama; Musical & Performing Arts,60.0
A Night at the Opera,Classics; Comedy; Musical & Performing Arts; Romance,98.0
Night of the Living Dead,Classics; Cult Movies; Horror,97.0
A Night to Remember,Action & Adventure; Classics; Drama; Special Interest,100.0
Nighthawks,Action & Adventure,70.0
No Man's Land,Action & Adventure; Drama,50.0
No Mercy,Action & Adventure; Drama; Mystery & Suspense,27.0
No Way Out,Action & Adventure; Drama; Mystery & Suspense,91.0
The Nutty Professor,Classics; Comedy,85.0
Obsession,Drama; Mystery & Suspense,73.0
The Odd Couple,Classics; Comedy; Drama,97.0
Odd Man Out,Classics; Drama; Mystery & Suspense,100.0
The Odessa File,Action & Adventure; Art House & International; Classics; Drama; Mystery & Suspense,64.0
The Omen,Classics; Horror; Mystery & Suspense,86.0
On the Beach,Classics; Drama; Science Fiction & Fantasy,76.0
On the Town,Classics; Comedy; Musical & Performing Arts,93.0
Only When I Laugh,Comedy; Drama,57.0
Our Town,Classics; Drama,86.0
Out of the Dark,Comedy; Drama; Horror; Mystery & Suspense,50.0
The Out-of-Towners,Classics; Comedy,63.0
The Parent Trap,Classics; Comedy; Kids & Family; Romance,90.0
The Party,Classics; Comedy,82.0
Pennies From Heaven,Drama; Musical & Performing Arts; Romance,82.0
Peter Pan,Animation; Kids & Family; Musical & Performing Arts; Science Fiction & Fantasy,81.0
The Phantom of the Opera,Horror,38.0
Phantom Of The Opera,Classics; Drama; Horror,90.0
The Picture of Dorian Gray,Classics; Drama; Horror; Science Fiction & Fantasy,93.0
The Pink Panther,Comedy; Mystery & Suspense; Romance,89.0
Piranha,Comedy; Horror; Science Fiction & Fantasy,69.0
The Pirates of Penzance,Action & Adventure; Classics; Comedy; Musical & Performing Arts,81.0
Pit and the Pendulum (The Pit and the Pendulum),Cult Movies; Horror,87.0
Planet of the Apes,Classics; Science Fiction & Fantasy,87.0
Point Blank,Action & Adventure; Classics; Drama; Mystery & Suspense,95.0
Pollyanna,Drama; Kids & Family,86.0
Poltergeist,Horror,86.0
Popeye,Action & Adventure; Comedy; Kids & Family; Musical & Performing Arts,61.0
The Poseidon Adventure,Action & Adventure; Drama; Mystery & Suspense,80.0
Posse,Action & Adventure; Western,67.0
The Postman Always Rings Twice,Classics; Drama; Mystery & Suspense,89.0
The Postman Always Rings Twice,Drama; Mystery & Suspense,79.0
Power,Drama,50.0
Pride and Prejudice,Classics; Comedy; Drama,100.0
The Prince and the Pauper,Action & Adventure; Classics; Drama,67.0
The Prisoner of Zenda,Action & Adventure; Classics; Drama,100.0
The Prisoner,Art House & International; Classics; Drama,71.0
The Producers,Classics; Comedy,90.0
Project X,Action & Adventure; Comedy; Drama; Science Fiction & Fantasy,75.0
Prom Night,Horror,48.0
Promised Land,Drama,53.0
Prophecy,Horror; Science Fiction & Fantasy,24.0
The Protector,Action & Adventure; Drama,20.0
The Prowler,Horror,67.0
The Public Enemy,Action & Adventure; Classics; Drama; Musical & Performing Arts,100.0
Pulse,Horror; Mystery & Suspense; Science Fiction & Fantasy,62.0
Quo Vadis?,Classics; Documentary; Drama; Special Interest; Romance; Faith & Spirituality,88.0
A Raisin in the Sun,Classics; Drama,94.0
Raw Deal,Action & Adventure,23.0
The Razor's Edge,Classics; Drama; Romance,71.0
The Razor's Edge,Drama,50.0
Rear Window,Classics; Drama; Mystery & Suspense,99.0
Reckless,Action & Adventure; Comedy; Drama; Romance,0.0
Red Dawn,Action & Adventure,46.0
Red Heat,Action & Adventure; Classics; Drama,67.0
The Red Shoes,Classics; Drama; Musical & Performing Arts; Romance,97.0
Red Sonja,Action & Adventure; Science Fiction & Fantasy,15.0
Monanieba (Repentance),Art House & International; Drama,67.0
Return to Oz,Action & Adventure; Kids & Family; Science Fiction & Fantasy,53.0
Revenge,Action & Adventure; Drama; Mystery & Suspense; Romance,35.0
Rich and Famous,Comedy; Drama,57.0
Risky Business,Comedy,92.0
Road House,Action & Adventure; Mystery & Suspense,39.0
Robin Hood,Action & Adventure; Animation; Kids & Family; Musical & Performing Arts; Romance,54.0
RoboCop,Action & Adventure; Drama; Science Fiction & Fantasy,90.0
Rock 'n' Roll High School,Comedy,81.0
Rocky,Drama; Sports & Fitness,94.0
The Roman Spring of Mrs. Stone,Classics; Drama; Romance,0.0
Romeo and Juliet,Drama; Romance,95.0
Rudolph the Red-Nosed Reindeer,Animation; Classics; Kids & Family; Television,95.0
Runaway,Action & Adventure; Science Fiction & Fantasy,47.0
Running Scared,Action & Adventure; Comedy,57.0
Sabotage,Classics; Mystery & Suspense,100.0
Sabrina,Classics; Comedy; Drama; Romance,92.0
Sahara,Action & Adventure; Classics; Drama,100.0
Samson and Delilah,Classics; Drama,63.0
Scanners,Horror; Mystery & Suspense; Science Fiction & Fantasy,70.0
Scarecrow,Classics; Drama,75.0
Scarface,Classics; Drama,98.0
Scrooge,Drama; Kids & Family; Musical & Performing Arts; Science Fiction & Fantasy,74.0
The Sea Hawk,Action & Adventure; Classics; Drama; Romance,93.0
Second Sight,Comedy; Science Fiction & Fantasy,0.0
Blind Terror (See No Evil),Drama; Horror; Mystery & Suspense,56.0
Separate Tables,Classics; Drama,69.0
Shadow of a Doubt,Classics; Drama; Mystery & Suspense,100.0
Shaft,Action & Adventure; Classics,88.0
The Shaggy Dog,Classics; Comedy; Kids & Family; Science Fiction & Fantasy,68.0
Shakedown,Action & Adventure; Drama; Mystery & Suspense,63.0
Shall We Dance,Classics; Comedy; Drama; Musical & Performing Arts; Romance,89.0
The Shooting,Action & Adventure; Classics; Drama; Western,100.0
Short Circuit,Comedy; Kids & Family; Science Fiction & Fantasy,59.0
A Shot in the Dark,Classics; Comedy; Drama,94.0
Show Boat,Classics; Drama; Musical & Performing Arts,89.0
Silent Night; Deadly Night,Horror,35.0
The Silent Partner,Comedy; Drama; Mystery & Suspense; Romance,71.0
Silver Streak,Action & Adventure; Comedy; Romance,81.0
Simon,Comedy; Science Fiction & Fantasy,57.0
Sinbad the Sailor,Action & Adventure; Drama; Science Fiction & Fantasy; Romance,80.0
Skin Deep,Comedy,38.0
Sleeping Beauty,Animation; Classics; Kids & Family; Science Fiction & Fantasy,89.0
Something to Sing About,Classics; Comedy; Drama; Musical & Performing Arts,83.0
Sorcerer,Action & Adventure; Mystery & Suspense,79.0
Sparkle,Drama; Musical & Performing Arts,10.0
Spartacus,Action & Adventure; Classics; Drama,93.0
Spring Break,Comedy,20.0
The Squeeze,Action & Adventure; Comedy; Mystery & Suspense; Romance,14.0
The St. Valentine's Day Massacre,Action & Adventure; Cult Movies; Drama; Mystery & Suspense,89.0
Stagecoach,Action & Adventure; Classics; Drama; Western,100.0
Stage Fright,Classics; Documentary; Drama; Mystery & Suspense,90.0
Stakeout,Comedy; Mystery & Suspense,88.0
A Star Is Born,Classics; Drama,100.0
A Star Is Born,Classics; Drama; Musical & Performing Arts,98.0
A Star is Born,Drama; Musical & Performing Arts; Romance,36.0
101 Dalmatians,Animation; Classics; Comedy; Kids & Family; Mystery & Suspense,98.0
101 Dalmatians II: Patch's London Adventure,Animation; Kids & Family; Musical & Performing Arts,67.0
The Sting,Classics; Comedy; Drama,94.0
The Stranger,Classics; Drama; Mystery & Suspense,96.0
A Streetcar Named Desire,Classics; Drama,98.0
Suddenly,Action & Adventure; Classics; Drama; Mystery & Suspense,100.0
Summer School,Comedy,63.0
The Sundowners,Action & Adventure; Classics; Drama,75.0
The Sunshine Boys,Classics; Comedy; Drama,71.0
Suspect,Drama; Horror; Mystery & Suspense,67.0
Suspicion,Classics; Drama; Mystery & Suspense,97.0
Svengali,Classics; Drama; Horror; Mystery & Suspense,83.0
Sweet Bird of Youth,Classics; Drama,72.0
Swing Time,Classics; Musical & Performing Arts; Romance,97.0
Swiss Family Robinson,Action & Adventure; Kids & Family,82.0
A Tale of Two Cities,Classics; Drama; Romance,92.0
The Taming of the Shrew,Classics; Comedy; Drama; Romance,83.0
Target,Action & Adventure; Drama; Mystery & Suspense,71.0
Tarzan; the Ape Man,Action & Adventure,10.0
Tempest,Comedy; Documentary; Drama; Special Interest,55.0
The Ten Commandments,Classics; Drama; Faith & Spirituality,83.0
The Ten Commandments,Classics; Drama; Faith & Spirituality,89.0
Tales of Terror,Classics; Comedy; Cult Movies; Horror; Mystery & Suspense,71.0
That Championship Season,Drama,71.0
Them!,Classics; Horror; Science Fiction & Fantasy,100.0
Shivers (They Came from Within) (The Parasite Murders),Horror; Science Fiction & Fantasy,84.0
They Drive by Night,Classics; Drama,92.0
Thief,Action & Adventure; Drama; Mystery & Suspense,94.0
The Thing from Another World,Classics; Horror; Science Fiction & Fantasy,89.0
The Thing,Horror; Science Fiction & Fantasy,85.0
Thirst,Drama; Horror; Mystery & Suspense; Science Fiction & Fantasy,100.0
This Gun for Hire,Classics; Drama; Mystery & Suspense,93.0
Three Amigos!,Comedy; Western,45.0
Tre Fratelli (Three Brothers),Art House & International; Drama,100.0
The Three Musketeers,Action & Adventure; Classics; Comedy; Drama; Romance,78.0
The Three Musketeers,Action & Adventure; Comedy,86.0
The Time Machine,Action & Adventure; Classics; Science Fiction & Fantasy,76.0
Tommy,Drama; Musical & Performing Arts,70.0
The Toolbox Murders,Drama; Horror,0.0
Top Secret!,Comedy,77.0
I corpi presentano tracce di violenza carnale (Torso) (Bodies Bear Traces of Carnal Violence),Art House & International; Horror; Mystery & Suspense,50.0
Touch of Evil,Classics; Drama; Mystery & Suspense,95.0
Tough Guys,Comedy,57.0
Treasure Island,Action & Adventure; Classics,100.0
Treasure Island,Action & Adventure; Classics; Kids & Family,100.0
Le Procès (The Trial),Art House & International; Classics; Drama; Mystery & Suspense; Science Fiction & Fantasy,83.0
The Trip,Action & Adventure; Classics; Drama; Science Fiction & Fantasy,39.0
Twelve O'Clock High,Action & Adventure; Classics; Drama,96.0
Twins,Comedy,43.0
Uncommon Valor,Action & Adventure; Drama,56.0
The Undefeated,Classics; Western,29.0
Unfaithfully Yours,Classics; Comedy; Musical & Performing Arts; Romance,93.0
The Unforgiven,Action & Adventure; Classics; Drama; Western; Romance,60.0
Valley Girl,Comedy; Drama; Romance,83.0
Venom,Cult Movies; Horror; Mystery & Suspense,43.0
Vice Versa,Comedy; Kids & Family; Science Fiction & Fantasy,43.0
Victory,Action & Adventure; Drama,63.0
Village of the Damned,Horror; Mystery & Suspense; Science Fiction & Fantasy,92.0
Walking Tall,Action & Adventure; Classics; Drama,75.0
The Warriors,Action & Adventure; Cult Movies; Drama,90.0
Water,Action & Adventure; Comedy; Drama,0.0
We're No Angels,Comedy; Romance,47.0
Weird Science,Comedy; Science Fiction & Fantasy,57.0
When a Stranger Calls,Horror; Mystery & Suspense,41.0
Where the Boys Are,Classics; Comedy; Drama; Romance,88.0
White Christmas,Classics; Kids & Family; Musical & Performing Arts; Special Interest,77.0
Willard,Horror,57.0
Winchester '73,Classics; Western,100.0
Witness,Drama; Mystery & Suspense; Romance,93.0
A Woman's Face,Classics; Drama; Mystery & Suspense,100.0
The Women,Classics; Comedy; Drama,92.0
The Wrong Man,Classics; Drama,92.0
Wuthering Heights,Classics; Drama; Romance,96.0
Year of the Dragon,Action & Adventure; Drama,56.0
The Yearling,Classics; Kids & Family,100.0
Yours; Mine and Ours,Classics; Comedy; Kids & Family,50.0
Blue Steel,Action & Adventure; Drama; Mystery & Suspense,75.0
Where the Heart Is,Comedy; Drama,10.0
The Guardian,Horror; Mystery & Suspense,30.0
Mystery Train,Art House & International; Comedy; Drama,89.0
Revolution,Action & Adventure; Drama,10.0
Henry V,Action & Adventure; Drama; Romance,100.0
Kiss of Death,Classics; Drama; Mystery & Suspense,88.0
Conquest,Drama; Romance,100.0
Alice in Wonderland,Animation; Classics; Comedy; Kids & Family; Science Fiction & Fantasy,81.0
My Blue Heaven,Comedy,71.0
State Fair,Classics; Musical & Performing Arts,83.0
Dick Tracy,Action & Adventure; Comedy; Drama,63.0
Bombshell (Blonde Bombshell),Classics; Comedy; Drama; Romance,90.0
Navy Seals,Action & Adventure; Mystery & Suspense,19.0
Goodbye; Mr. Chips,Drama; Musical & Performing Arts; Romance,100.0
